Accession	Virus Name	Virus Taxonomic ID	Host Taxonomic ID	Completeness	Isolate Collection date	Release date
OL839946.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2018-12-08	2022-08-27T00:00:00Z
OL839947.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2018-06-15	2022-08-27T00:00:00Z
OL839948.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2018-07-16	2022-08-27T00:00:00Z
OL839950.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2018-12-18	2022-08-27T00:00:00Z
OL961518.1	rhinovirus C20	1418062	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OL961519.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OL961520.1	rhinovirus B42	147683	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OL961521.1	rhinovirus A58	44133	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OL961522.1	rhinovirus B6	147681	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OL961524.1	rhinovirus C13	2777132	9606.0	COMPLETE	2021-05-12	2022-01-04T00:00:00Z
OL961525.1	rhinovirus B70	185926	9606.0	COMPLETE	2021-05-12	2022-01-04T00:00:00Z
OL961526.1	rhinovirus C17	1219404	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OL961527.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OL961528.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OL961529.1	rhinovirus A61	185920	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OL961530.1	rhinovirus A54	185914	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OL961531.1	rhinovirus C13	2777132	9606.0	COMPLETE	2021-05-27	2022-01-04T00:00:00Z
OL961532.1	rhinovirus A78	147685	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OL961534.1	rhinovirus A20	147675	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OL961535.1	rhinovirus C44	2045079	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OL961536.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OL961537.1	rhinovirus C3	1219377	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OL961539.1	rhinovirus A101	1219381	9606.0	COMPLETE	2021-07-03	2022-01-04T00:00:00Z
OL961540.1	rhinovirus A49	44131	9606.0	COMPLETE	2021-05-27	2022-01-04T00:00:00Z
OL961541.1	rhinovirus B6	147681	9606.0	COMPLETE	2021-07-03	2022-01-04T00:00:00Z
OL961542.1	rhinovirus B91	167325	9606.0	COMPLETE	2021-05-12	2022-01-04T00:00:00Z
OL961544.1	rhinovirus C44	2045079	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OL961545.1	rhinovirus B6	147681	9606.0	COMPLETE	2021-05-27	2022-01-04T00:00:00Z
OL961547.1	rhinovirus A29	44129	9606.0	COMPLETE	2021-05-12	2022-01-04T00:00:00Z
OL961549.1	rhinovirus A78	147685	9606.0	COMPLETE	2021-05-27	2022-01-04T00:00:00Z
OL961550.1	rhinovirus A78	147685	9606.0	COMPLETE	2021-05-12	2022-01-04T00:00:00Z
OM001344.1	rhinovirus C11	1240004	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001345.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001346.1	rhinovirus C33	2045074	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001347.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001348.1	rhinovirus A58	44133	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001349.1	rhinovirus A60	185919	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001350.1	rhinovirus A24	185897	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001351.1	rhinovirus A49	44131	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001352.1	rhinovirus A24	185897	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001353.1	rhinovirus A101	1219381	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001354.1	rhinovirus C1	1219416	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001356.1	rhinovirus A47	185911	9606.0	COMPLETE	2021-07-02	2022-01-04T00:00:00Z
OM001357.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001358.1	rhinovirus A25	185898	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001359.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-02	2022-01-04T00:00:00Z
OM001360.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OM001361.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-05-27	2022-01-04T00:00:00Z
OM001362.1	rhinovirus A78	147685	9606.0	COMPLETE	2021-07-02	2022-01-04T00:00:00Z
OM001363.1	rhinovirus A101	1219381	9606.0	COMPLETE	2021-07-02	2022-01-04T00:00:00Z
OM001364.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001365.1	rhinovirus A25	185898	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001366.1	rhinovirus A31	185902	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001367.1	rhinovirus B6	147681	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001368.1	rhinovirus A34	185905	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001369.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-02	2022-01-04T00:00:00Z
OM001370.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-03	2022-01-04T00:00:00Z
OM001371.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-01	2022-01-04T00:00:00Z
OM001372.1	rhinovirus A101	1219381	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OM001373.1	rhinovirus A78	147685	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OM001374.1	rhinovirus B3	44130	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001375.1	rhinovirus A2	12130	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001376.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001377.1	rhinovirus A2	12130	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001378.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OM001379.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OM001380.1	rhinovirus B3	44130	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OM001381.1	rhinovirus B6	147681	9606.0	COMPLETE	2021-07-02	2022-01-04T00:00:00Z
OM001382.1	rhinovirus A80	185934	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001383.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001384.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-02	2022-01-04T00:00:00Z
OM001385.1	rhinovirus A67	185924	9606.0	COMPLETE	2021-07-02	2022-01-04T00:00:00Z
OM001386.1	rhinovirus A78	147685	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OM001387.1	rhinovirus A47	185911	9606.0	COMPLETE	2021-07-06	2022-01-04T00:00:00Z
OM001388.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001389.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001390.1	rhinovirus A49	44131	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001391.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001392.1	rhinovirus A25	185898	9606.0	COMPLETE	2021-07-09	2022-01-04T00:00:00Z
OM001393.1	rhinovirus B6	147681	9606.0	COMPLETE	2021-07-02	2022-01-04T00:00:00Z
OM001394.1	rhinovirus A30	185901	9606.0	COMPLETE	2021-07-02	2022-01-04T00:00:00Z
OM001395.1	rhinovirus A63	185921	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001397.1	rhinovirus A12	147684	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001398.1	rhinovirus A101	1219381	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001399.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001400.1	rhinovirus A47	185911	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001402.1	rhinovirus B6	147681	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001403.1	rhinovirus A39	185907	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001405.1	rhinovirus A67	185924	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001406.1	rhinovirus A101	1219381	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001407.1	rhinovirus C1	1219416	9606.0	COMPLETE	2021-07-02	2022-01-04T00:00:00Z
OM001408.1	rhinovirus C7	1219379	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001409.1	rhinovirus B6	147681	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001410.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001411.1	rhinovirus A78	147685	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001412.1	rhinovirus C44	2045079	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001414.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-01	2022-01-04T00:00:00Z
OM001416.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-01	2022-01-04T00:00:00Z
OM001417.1	rhinovirus B6	147681	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001419.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-01	2022-01-04T00:00:00Z
OM001420.1	rhinovirus A101	1219381	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001421.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001422.1	rhinovirus B70	185926	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001423.1	rhinovirus B27	185900	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001424.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-01	2022-01-04T00:00:00Z
OM001425.1	rhinovirus B6	147681	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001427.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001428.1	rhinovirus A61	185920	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001429.1	rhinovirus A23	12135	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001431.1	rhinovirus A101	1219381	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001433.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-07-02	2022-01-04T00:00:00Z
OM001434.1	rhinovirus A78	147685	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001435.1	rhinovirus B6	147681	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001436.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001437.1	rhinovirus C36	1418041	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001438.1	rhinovirus C7	1219379	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001439.1	rhinovirus A78	147685	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001441.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001442.1	rhinovirus A20	147675	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001443.1	rhinovirus C55	2555550	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001444.1	rhinovirus A30	185901	9606.0	COMPLETE	2021-07-01	2022-01-04T00:00:00Z
OM001445.1	rhinovirus A25	185898	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001446.1	rhinovirus A22	185896	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001447.1	rhinovirus B6	147681	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001448.1	rhinovirus A47	185911	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001449.1	rhinovirus A28	147672	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001452.1	rhinovirus A78	147685	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001453.1	rhinovirus A30	185901	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001454.1	rhinovirus A101	1219381	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001455.1	rhinovirus C3	1219377	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001456.1	rhinovirus B6	147681	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001459.1	rhinovirus A30	185901	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001460.1	rhinovirus A101	1219381	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001462.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001463.1	rhinovirus A39	185907	9606.0	COMPLETE	2021-06-22	2022-01-04T00:00:00Z
OM001464.1	rhinovirus A11	39767	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001465.1	rhinovirus C11	1240004	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001466.1	rhinovirus A24	185897	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001467.1	rhinovirus A46	167324	9606.0	COMPLETE	2021	2022-01-04T00:00:00Z
OM001468.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM001469.1	rhinovirus B6	147681	9606.0	COMPLETE	2021-06-21	2022-01-04T00:00:00Z
OM963010.1	Coxsackievirus A22	42783	9606.0	COMPLETE	2016-10	2022-11-07T00:00:00Z
OM963011.1	Coxsackievirus A22	42783	9606.0	COMPLETE	2018-10	2022-11-07T00:00:00Z
ON101704.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2014	2022-05-07T00:00:00Z
ON129560.1	Echovirus E30	41846	9606.0	COMPLETE	2009	2023-01-25T00:00:00Z
ON207141.1	Poliovirus 3	12086	9606.0	COMPLETE	2011-03-18	2023-05-01T00:00:00Z
ON207142.1	Poliovirus 3	12086	9606.0	COMPLETE	2011-03-18	2023-05-01T00:00:00Z
ON207143.1	Poliovirus 3	12086	9606.0	COMPLETE	2011-04-15	2023-05-01T00:00:00Z
ON207144.1	Poliovirus 3	12086	9606.0	COMPLETE	2011-04-28	2023-05-01T00:00:00Z
ON207145.1	Poliovirus 3	12086	9606.0	COMPLETE	2011-04-28	2023-05-01T00:00:00Z
ON207146.1	Poliovirus 3	12086	9606.0	COMPLETE	2011-06-09	2023-05-01T00:00:00Z
ON207147.1	Poliovirus 3	12086	9606.0	COMPLETE	2011-07-08	2023-05-01T00:00:00Z
ON207148.1	Poliovirus 3	12086	9606.0	COMPLETE	2011-08-17	2023-05-01T00:00:00Z
ON207149.1	Poliovirus 3	12086	9606.0	COMPLETE	2011-09-08	2023-05-01T00:00:00Z
ON207150.1	Poliovirus 3	12086	9606.0	COMPLETE	2011-10-26	2023-05-01T00:00:00Z
ON207151.1	Poliovirus 3	12086	9606.0	COMPLETE	2011-10-26	2023-05-01T00:00:00Z
ON207152.1	Poliovirus 3	12086	9606.0	COMPLETE	2012-01-13	2023-05-01T00:00:00Z
ON221307.1	Poliovirus 3	12086	9606.0	COMPLETE	2017-02-23	2022-07-30T00:00:00Z
ON221308.1	Poliovirus 3	12086	9606.0	COMPLETE	2017-02-24	2022-07-30T00:00:00Z
ON221309.1	Poliovirus 3	12086	9606.0	COMPLETE	2017-04-05	2022-07-30T00:00:00Z
ON596331.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596339.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596340.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596341.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596342.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596343.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596344.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596345.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596346.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596347.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596348.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596349.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596350.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596353.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596354.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596355.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596356.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596357.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596360.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596361.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596362.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596363.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596364.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596365.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596366.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596367.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596368.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596369.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596370.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596373.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596374.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596375.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596378.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596380.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596381.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596382.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596383.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596384.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596385.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596386.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596387.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596388.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596389.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596391.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596392.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596393.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596394.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596395.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596396.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596398.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596399.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596400.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596401.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596402.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596403.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596404.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596405.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596406.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596407.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596408.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596409.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596410.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596413.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596414.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596415.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596416.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596417.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596418.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596419.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596420.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596421.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596422.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596423.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596424.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596425.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596426.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596427.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596428.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596429.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596430.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596431.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596432.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596433.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596434.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596435.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596436.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596437.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON596438.1	Poliovirus 2	12083	9606.0	COMPLETE	2016	2022-07-30T00:00:00Z
ON596439.1	Poliovirus 2	12083	9606.0	COMPLETE	2017	2022-07-30T00:00:00Z
ON729328.1	rhinovirus A103	1033850	9606.0	COMPLETE	2017	2022-07-20T00:00:00Z
ON729329.1	rhinovirus A60	185919	9606.0	COMPLETE	2017	2022-07-20T00:00:00Z
ON729330.1	rhinovirus A94	185941	9606.0	COMPLETE	2017	2022-07-20T00:00:00Z
ON729331.1	rhinovirus A94	185941	9606.0	COMPLETE	2017	2022-07-20T00:00:00Z
ON729333.1	rhinovirus A21	44128	9606.0	COMPLETE	2017	2022-07-20T00:00:00Z
ON729334.1	rhinovirus A85	185937	9606.0	COMPLETE	2017	2022-07-20T00:00:00Z
ON729335.1	rhinovirus C34	2045075	9606.0	COMPLETE	2017	2022-07-20T00:00:00Z
ON729338.1	rhinovirus A59	185918	9606.0	COMPLETE	2017	2022-07-20T00:00:00Z
ON729339.1	rhinovirus A101	1219381	9606.0	COMPLETE	2017	2022-07-20T00:00:00Z
ON730850.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2020-09-10	2023-05-01T00:00:00Z
ON730851.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2019-08-29	2023-05-01T00:00:00Z
ON730852.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2020-08-26	2023-05-01T00:00:00Z
ON730853.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2020-09-14	2023-05-01T00:00:00Z
ON730854.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2019-09-01	2023-05-01T00:00:00Z
ON730855.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2019-09-14	2023-05-01T00:00:00Z
ON730856.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2019-08-14	2023-05-01T00:00:00Z
ON730858.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2020-09-05	2023-05-01T00:00:00Z
ON730861.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2020-09-10	2023-05-01T00:00:00Z
ON730862.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2020-09-13	2023-05-01T00:00:00Z
ON730863.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2020-10-04	2023-05-01T00:00:00Z
ON730864.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2020-09-18	2023-05-01T00:00:00Z
ON730865.1	Coxsackievirus A4	42785	9606.0	COMPLETE	2019-09-05	2023-05-01T00:00:00Z
